step,loss_total,loss_per_pos,grad_norm_total,grad_norm_per_pos,grad_ratio_per_pos,handle_ratio,dd_per_pos,cos_per_pos
40000,1.4104416370391846,"[0.0008957458776421845, 2.0374560356140137, 2.3276567459106445, 2.2986035346984863, 2.3035192489624023, 2.315178871154785, 0.00022275923402048647, 0.0]",1.1624691486358643,"[0.02512376196682453, 2.2244760990142822, 4.537660121917725, 3.5392088890075684, 2.6950645446777344, 4.788976192474365, 0.005983544047921896, 3.8236694366311497e-10]","[0.021612411818676475, 1.9135786112041453, 3.9034671391000644, 3.044561563772048, 2.3183966196783303, 4.119658743713018, 0.0051472712673222105, 3.2892653031851677e-10]","[28.047555923461914, 1.0917909145355225, 1.9494540691375732, 1.5397213697433472, 1.1699769496917725, 2.068512439727783, 26.859830856323242, 0.03823669254779816]","[0.0004598866798914969, -0.23454102873802185, 3.053483486175537, 1.6357783079147339, 1.5988355875015259, 4.756667613983154, -7.777814971632324e-06, -6.17741806058919e-13]","[0.01574652492965523, -0.09070049268387352, 0.5788715110269551, 0.39759124525446454, 0.5103324684728318, 0.8544343333684926, -0.0011181953430086104, -0.001389777313573763]"
40500,1.4100193977355957,"[0.004170918371528387, 2.089224100112915, 2.2870378494262695, 2.2979469299316406, 2.3052830696105957, 2.29612398147583, 0.0003674883919302374, 0.0]",0.6198165416717529,"[0.15123264491558075, 2.305267572402954, 3.107565402984619, 2.898367404937744, 4.517190933227539, 3.0409457683563232, 0.011185995303094387, 2.4746760196592277e-09]","[0.24399581932369863, 3.7192740390329804, 5.013685815165525, 4.676169818121251, 7.287948335557309, 4.906202987345843, 0.018047268104403626, 3.9925943457149376e-09]","[36.258750915527344, 1.1034084558486938, 1.3587729930877686, 1.261285662651062, 1.959495186805725, 1.3243823051452637, 30.438215255737305, 0.24746760725975037]","[0.002795344917103648, 0.37911784648895264, 1.4930247068405151, 0.13005635142326355, 0.9042688012123108, 0.16420331597328186, -8.63731766003184e-05, -6.413037418814826e-13]","[0.02982130832087308, 0.26533205768124046, 0.7751460786067987, 0.07239606590782387, 0.32297279130479384, 0.08711843909582431, -0.01245779261979772, -0.00041810201590250094]"
41000,1.4005117416381836,"[0.015317623503506184, 2.01161527633667, 2.2787256240844727, 2.299598217010498, 2.304446220397949, 2.294187307357788, 0.00020304715144447982, 0.0]",0.7660662531852722,"[0.9814103841781616, 1.931901216506958, 2.0780510902404785, 2.5253822803497314, 4.823112964630127, 2.5988845825195312, 0.005243564490228891, 1.273910221755159e-08]","[1.281103795001408, 2.5218461307676607, 2.712625809582431, 3.2965585807354065, 6.295947569255035, 3.392506290041462, 0.006844792429409812, 1.6629243442826156e-08]","[64.07062530517578, 0.9603731036186218, 0.9119356870651245, 1.0981841087341309, 2.0929596424102783, 1.132812738418579, 25.82309913635254, 1.2739101648330688]","[0.10953542590141296, 0.5277658700942993, 0.8732227087020874, 0.5492404699325562, 2.5013246536254883, 0.13373622298240662, 3.5127817682223395e-05, -4.761645504974821e-12]","[0.14569264276079805, 0.3566071564434172, 0.5485326328072571, 0.2839024039976232, 0.6769807171213311, 0.06717315234670246, 0.008744968010433682, -0.0004879236917694231]"
41500,1.3833860158920288,"[0.0007941675139591098, 1.930708408355713, 2.2203421592712402, 2.3182871341705322, 2.2949938774108887, 2.3017990589141846, 0.00016313567175529897, 0.0]",1.33945631980896,"[0.028071003034710884, 3.6991052627563477, 4.165881156921387, 3.3685176372528076, 3.428953170776367, 2.755772352218628, 0.003129258519038558, 5.922165868810225e-09]","[0.020957012647276556, 2.7616468025504055, 3.110128412037763, 2.514839481837857, 2.5599589326402388, 2.0573812758684586, 0.0023362154276780514, 4.4213206367602e-09]","[35.346004486083984, 1.9159314632415771, 1.8762339353561401, 1.4530199766159058, 1.4941012859344482, 1.1972254514694214, 19.180763244628906, 0.5922166109085083]","[0.0007291845395229757, 4.078681468963623, 5.172968864440918, 3.6432418823242188, 2.399888753890991, -0.9424130320549011, 5.005213097319938e-05, 2.497484857810761e-12]","[0.01939326648451514, 0.8231794956608313, 0.927052719883277, 0.8074592696661633, 0.5225176932784719, -0.2553109189144805, 0.011941326512395682, 0.00031484278191994705]"
42000,1.4191956520080566,"[0.0137607641518116, 2.144082546234131, 2.289353132247925, 2.303696632385254, 2.3000235557556152, 2.301706314086914, 0.0009415294043719769, 0.0]",1.0718649625778198,"[1.0384763479232788, 2.661822557449341, 2.6641972064971924, 2.981074571609497, 3.4434003829956055, 2.6844027042388916, 0.07676614820957184, 4.6219096105915014e-08]","[0.9688499803424474, 2.483356253242662, 2.485571690010126, 2.7812034870885745, 3.2125318983412585, 2.5044224766736862, 0.07161923459551318, 4.3120260218935374e-08]","[75.46641540527344, 1.241473913192749, 1.1637336015701294, 1.2940394878387451, 1.4971152544021606, 1.1662663221359253, 81.5325927734375, 4.6219096183776855]","[0.14689210057258606, 1.799500584602356, 1.8010551929473877, 1.138088345527649, 2.3327558040618896, 1.971703052520752, 0.0011606356129050255, 9.686879770542944e-12]","[0.1319659100107261, 0.6307145009722418, 0.6306967288130901, 0.3561746950628987, 0.6320358028569969, 0.6852574508280006, 0.014105421468069465, 0.00019553404600817267]"
42500,1.401472806930542,"[0.001176041318103671, 2.0289015769958496, 2.2575631141662598, 2.3123300075531006, 2.306398391723633, 2.3052420616149902, 0.00017183653835672885, 0.0]",1.060520052909851,"[0.03353171423077583, 3.541415214538574, 3.8627049922943115, 2.9002575874328613, 2.7752761840820312, 2.1114816665649414, 0.006209392566233873, 3.0145208995691064e-08]","[0.031618180286899465, 3.3393194261830805, 3.6422743555822783, 2.7347503514668534, 2.616901185854278, 1.9909870263852774, 0.005855044936865234, 2.8424930686580372e-08]","[28.51211929321289, 1.7454839944839478, 1.7110064029693604, 1.2542575597763062, 1.2032943964004517, 0.9159479141235352, 36.133358001708984, 3.0145208835601807]","[5.235856951912865e-05, 2.0031237602233887, 2.7038071155548096, 2.0568623542785645, 1.7790135145187378, 0.4547894299030304, -2.691791087272577e-05, -2.3162850804059332e-10]","[0.0014723570210034007, 0.5333496922454891, 0.6600324395166535, 0.6687284086698745, 0.6044413315707667, 0.20309730597005202, -0.004087646666271089, -0.007245274194884142]"
43000,1.3994946479797363,"[0.00061205611564219, 2.0311660766601562, 2.2399284839630127, 2.3143091201782227, 2.305105209350586, 2.3046963214874268, 0.000140088377520442, 0.0]",0.8031279444694519,"[0.014602468349039555, 2.6866042613983154, 2.366495132446289, 3.12105393409729, 1.5361331701278687, 3.126768112182617, 0.0026049853768199682, 3.7781191508656775e-09]","[0.01818199509753826, 3.3451759210957253, 2.9465979222147487, 3.886122946648389, 1.9126879854026766, 3.893237850474954, 0.0032435496669722124, 4.704255625623277e-09]","[23.857664108276367, 1.3226906061172485, 1.056504726409912, 1.3485898971557617, 0.6664047837257385, 1.3566941022872925, 18.59397315979004, 0.37781190872192383]","[-0.00012902716116514057, 1.0061712265014648, 0.6798567175865173, 1.674952745437622, 0.019367393106222153, 1.779872179031372, 2.393382601439953e-05, -1.1150334128240402e-12]","[-0.011001961764001204, 0.46631937165077214, 0.357706671670387, 0.6682155042434881, 0.015698478528483596, 0.7087750205129717, 0.01143989669426287, -0.0003674747423830138]"
43500,1.4104127883911133,"[0.006685489788651466, 2.1057558059692383, 2.250117063522339, 2.3111870288848877, 2.3198938369750977, 2.289553642272949, 0.00011025850108126178, 0.0]",0.860002875328064,"[0.3580661118030548, 3.6593737602233887, 3.1750221252441406, 4.074931621551514, 3.8177244663238525, 3.582178831100464, 0.0022785456385463476, 9.20074043619934e-08]","[0.4163545519152641, 4.255071541275316, 3.6918738487158778, 4.738276741222587, 4.439199653684311, 4.165310295891715, 0.002649462814501817, 1.0698499621515273e-07]","[53.558616638183594, 1.7377958297729492, 1.4110475778579712, 1.7631336450576782, 1.6456462144851685, 1.5645751953125, 20.66361427307129, 9.200740814208984]","[0.010186590254306793, 0.9016861915588379, 1.0998097658157349, 2.5528340339660645, -0.12911292910575867, 1.4814345836639404, 1.839101969380863e-06, 9.501080477924972e-12]","[0.03308001622106553, 0.28651591201400295, 0.40278279607567835, 0.7284543689358349, -0.03932468471465501, 0.48087844716680367, 0.0009385300325251273, 0.00012007436941797439]"
44000,1.3776366710662842,"[0.0008339687483385205, 1.9266767501831055, 2.2004356384277344, 2.278514862060547, 2.306255340576172, 2.3082566261291504, 0.00011965671728830785, 0.0]",0.8233127593994141,"[0.02461596578359604, 2.972909688949585, 3.1751880645751953, 3.094621181488037, 3.3670384883880615, 3.9075024127960205, 0.003304109675809741, 6.392323892434604e-10]","[0.029898681275816453, 3.610911716123831, 3.8566000931303615, 3.7587431339525037, 4.089622625117861, 4.7460729451666035, 0.004013188958980796, 7.764150159773599e-10]","[29.516298294067383, 1.5430246591567993, 1.4429816007614136, 1.3581746816635132, 1.4599591493606567, 1.692837119102478, 27.61093521118164, 0.06392323970794678]","[0.00029882401577197015, -0.7848429083824158, 2.0035860538482666, 0.7187329530715942, 1.4509830474853516, 2.0339627265930176, 3.0296829208964482e-05, -7.844752408434075e-13]","[0.01474462637739142, -0.3206536412893582, 0.7664321263620734, 0.28209488883715633, 0.5234189134718024, 0.6322355164865879, 0.011137247678701799, -0.001490581144035315]"
44500,1.3962650299072266,"[0.0009405503515154123, 2.0369017124176025, 2.2461154460906982, 2.301330327987671, 2.2973744869232178, 2.287328004837036, 0.00012924184557050467, 0.0]",0.7636640071868896,"[0.05032232031226158, 3.3350930213928223, 2.868513822555542, 2.175616979598999, 2.7872231006622314, 2.7434213161468506, 0.002133736852556467, 3.358056943625343e-08]","[0.06589589117553674, 4.367225625413865, 3.756251172714413, 2.8489191046378144, 3.6498028903176016, 3.5924454869266342, 0.0027940780663691578, 4.397296339780923e-08]","[53.50248718261719, 1.637336254119873, 1.277099847793579, 0.9453735947608948, 1.2132210731506348, 1.1994000673294067, 16.50836753845215, 3.3580570220947266]","[0.0005880745011381805, 1.637657642364502, 0.6428536772727966, 0.48461365699768066, 0.6243247389793396, 1.2753679752349854, 5.5583561334060505e-05, -3.9302058135737283e-11]","[0.015302745974347037, 0.6430027681536706, 0.29346266930341874, 0.29168284496645575, 0.2933164968285335, 0.60875238648398, 0.03411168630093494, -0.0015325862165098925]"
45000,1.4170300960540771,"[0.001454886281862855, 2.147879123687744, 2.27913761138916, 2.302988290786743, 2.3020827770233154, 2.3025331497192383, 0.00016501170466654003, 0.0]",0.7597013115882874,"[0.06887566298246384, 3.416189432144165, 2.106235980987549, 2.7848193645477295, 2.418774366378784, 2.819443941116333, 0.002856950042769313, 5.284943682681842e-08]","[0.09066150331959717, 4.496753368770719, 2.772452737489813, 3.665676657482112, 3.1838491384487897, 3.711253222956528, 0.0037606227594847285, 6.956607290347769e-08]","[47.340599060058594, 1.5904942750930786, 0.92413729429245, 1.2092199325561523, 1.0506895780563354, 1.2244964838027954, 17.312572479248047, 5.284943580627441]","[0.0010757355485111475, 2.0925729274749756, 0.39629220962524414, 1.384497046470642, 0.7277656197547913, 0.014962579123675823, 2.0841898731305264e-06, 4.182318935619378e-10]","[0.02055875693641257, 0.806298368986231, 0.24766556728066547, 0.6544133151517533, 0.3960529948944664, 0.006985542188406737, 0.0009602664571673135, 0.010416789982990228]"
45500,1.3912068605422974,"[0.00130633229855448, 1.9847509860992432, 2.233311891555786, 2.31132435798645, 2.2988295555114746, 2.2999801635742188, 0.00015175678709056228, 0.0]",1.1916786432266235,"[0.059959251433610916, 2.669452667236328, 3.1722750663757324, 4.2665534019470215, 3.4848742485046387, 3.1533584594726562, 0.00328743364661932, 3.521252622817883e-08]","[0.05031495007014938, 2.240077626975374, 2.662022252732825, 3.580288550271219, 2.9243406083614056, 2.64614833654695, 0.0027586578523536927, 2.9548676086731215e-08]","[45.89857482910156, 1.344981074333191, 1.4204353094100952, 1.845934510231018, 1.5159341096878052, 1.371037244796753, 21.661088943481445, 3.5212526321411133]","[0.0012752291513606906, 2.1834824085235596, 1.2425947189331055, 3.5588884353637695, 2.843715190887451, 1.530852198600769, -2.2990923753241077e-05, -1.342918137803295e-11]","[0.017847314372545987, 0.6863858415182332, 0.3286998528147875, 0.6999677514735021, 0.6847622819970813, 0.40738099438139014, -0.005868677833586227, -0.00032003184843150845]"
46000,1.4112998247146606,"[0.002226314041763544, 2.1051950454711914, 2.259037971496582, 2.3145554065704346, 2.302032947540283, 2.307213544845581, 0.00013799648149870336, 0.0]",1.061488151550293,"[0.08991631120443344, 2.5237960815429688, 3.9604251384735107, 3.6741201877593994, 2.4255142211914062, 2.4229791164398193, 0.0025620816741138697, 3.563089379099438e-08]","[0.08470778602013744, 2.377601745113207, 3.7310121009729116, 3.461291755723682, 2.2850129958106145, 2.282624740465621, 0.002413669592422652, 3.3566925583630686e-08]","[40.38779067993164, 1.19884192943573, 1.7531468868255615, 1.587397813796997, 1.0536401271820068, 1.050175428390503, 18.564937591552734, 3.563089370727539]","[0.005112818442285061, 1.9474151134490967, 1.6503523588180542, 2.814925193786621, 0.9959729313850403, 1.600340723991394, -6.228887650649995e-05, -3.7660711355025356e-11]","[0.05356816114408233, 0.7269241938979113, 0.39257236006291873, 0.7217692046598639, 0.38683749214181773, 0.622225255962054, -0.022903527556870498, -0.0009957415999701095]"
46500,1.4002385139465332,"[0.0023165917955338955, 2.0844264030456543, 2.210376739501953, 2.301683187484741, 2.289011001586914, 2.3137712478637695, 0.0003234413161408156, 0.0]",0.5236517190933228,"[0.180319145321846, 2.2730298042297363, 3.1158559322357178, 3.062436580657959, 3.2988734245300293, 3.9700093269348145, 0.022634487599134445, 2.986693559137166e-08]","[0.3443493809856287, 4.340728238542549, 5.950244826142592, 5.848231694837969, 6.299747149196544, 7.581392712333096, 0.0432243164184106, 5.703587805093964e-08]","[77.83777618408203, 1.0904821157455444, 1.4096492528915405, 1.330520510673523, 1.4411784410476685, 1.7158174514770508, 69.97803497314453, 2.9866936206817627]","[0.004342169966548681, -0.2548925280570984, 0.6586115956306458, 0.3026280701160431, -0.16993840038776398, 1.6528401374816895, 9.759548265719786e-05, 7.898541196094122e-12]","[0.04598566225527248, -0.21414574069520123, 0.4036541948313463, 0.18871202328037368, -0.09837468167574055, 0.7950542985777711, 0.008234107170556147, 0.0005050259434362244]"
47000,1.405139446258545,"[0.02778124250471592, 2.092700481414795, 2.3140389919281006, 2.30717396736145, 2.3061323165893555, 2.1929049491882324, 0.00038408872205764055, 0.0]",0.7004410028457642,"[0.916809618473053, 2.5601162910461426, 2.5360944271087646, 3.6309092044830322, 2.467728614807129, 3.31022572517395, 0.025327960029244423, 1.24130593803784e-07]","[1.30890341191938, 3.6550063183692227, 3.620710976092312, 5.183747367346157, 3.5231070208357265, 4.725916546468734, 0.03616001908275149, 1.772177718029984e-07]","[33.00101852416992, 1.2233554124832153, 1.0959601402282715, 1.5737475156784058, 1.0700724124908447, 1.5095163583755493, 65.94127655029297, 12.41305923461914]","[0.11129695922136307, 1.1832070350646973, 0.11837838590145111, 0.37196245789527893, 0.6075708270072937, 1.5323231220245361, 0.00020175952522549778, -3.195041176073943e-10]","[0.17331357348970763, 0.6598260975673376, 0.06664006824707375, 0.1462554837766345, 0.3515021247063874, 0.6608778318073738, 0.011372665719202734, -0.0036747353350422072]"
47500,1.3741930723190308,"[0.0017461093375459313, 2.03401517868042, 2.249528169631958, 2.3051722049713135, 2.3049445152282715, 2.0980472564697266, 9.08423971850425e-05, 7.450578820566989e-09]",0.5877317190170288,"[0.08178707957267761, 2.8089208602905273, 4.120228290557861, 2.5277557373046875, 2.7066521644592285, 3.010284900665283, 0.0031417314894497395, 9.125710676016752e-07]","[0.13915716461494557, 4.77925687759102, 7.010389531891986, 4.300866629305486, 4.605251132244586, 5.121869048857756, 0.005345519712130275, 1.5527000467627213e-06]","[46.83934020996094, 1.3809734582901, 1.8315967321395874, 1.0965583324432373, 1.1742808818817139, 1.4348032474517822, 34.58061218261719, 52.29460525512695]","[0.0014542150311172009, 0.5972232222557068, 0.26267969608306885, 0.3047765791416168, 0.34637534618377686, 1.2509223222732544, -3.1083434350875905e-06, -6.263756180402424e-10]","[0.03025274584789783, 0.36175792454501926, 0.10847411006100931, 0.20514803232299128, 0.21773858469934768, 0.7070393950291242, -0.0016833747266869596, -0.0011678552543108731]"
48000,1.367901086807251,"[0.004391724243760109, 2.018836498260498, 2.287672996520996, 2.303908109664917, 2.3012609481811523, 2.026845932006836, 0.000291937671136111, 0.0]",1.0667290687561035,"[0.2699343264102936, 2.7032687664031982, 4.174198627471924, 3.453472137451172, 2.5950310230255127, 3.5509724617004395, 0.014027129858732224, 2.892316786073934e-08]","[0.2530486271692773, 2.5341662148153876, 3.9130822902758178, 3.237440732235987, 2.432699266414047, 3.3288419390700343, 0.013149664961403035, 2.7113883654137412e-08]","[61.464176177978516, 1.3390231132507324, 1.8246482610702515, 1.4989625215530396, 1.127656102180481, 1.751969575881958, 48.04672622680664, 2.8923168182373047]","[0.015336720272898674, 1.6806775331497192, 3.694241762161255, -0.697746753692627, 2.1175594329833984, 2.2929916381835938, 0.00022628837905358523, 9.299619234404144e-12]","[0.05326234104727505, 0.5828288457871533, 0.8296560274421694, -0.1894033857699971, 0.7649603487640039, 0.6053423198482154, 0.01512304707422737, 0.0003014152205247902]"
48500,1.3426188230514526,"[0.0009509282535873353, 2.011638641357422, 2.2528371810913086, 2.2956554889678955, 2.2970468997955322, 1.8825862407684326, 0.0002353372983634472, 0.0]",0.6080568432807922,"[0.04739532992243767, 2.6545186042785645, 2.6474153995513916, 2.2818171977996826, 2.07551908493042, 4.144123554229736, 0.009147084318101406, 2.2593701132223032e-08]","[0.07794555796249983, 4.36557639900246, 4.353894588649259, 3.7526379696478, 3.4133635824767357, 6.815355505037935, 0.015043140158982487, 3.715721874013936e-08]","[49.840599060058594, 1.3195801973342896, 1.175147294998169, 0.9939720034599304, 0.9035597443580627, 2.2012927532196045, 38.8663215637207, 2.2593700885772705]","[0.00039833481423556805, 1.0639969110488892, -0.20054031908512115, 0.3512866497039795, -0.21078237891197205, 1.9536325931549072, -0.0001266906620003283, 5.3733545390954873e-11]","[0.013821925056095698, 0.659189700543472, -0.12457630070250787, 0.2531842091125469, -0.1670180427520504, 0.7752932743447514, -0.022778112967880338, 0.003911235233329882]"
49000,1.3249818086624146,"[0.0007860776968300343, 1.9691786766052246, 2.2597427368164062, 2.3117260932922363, 2.3114521503448486, 1.746762752532959, 0.00020596252579707652, 0.0]",0.9313640594482422,"[0.02483450435101986, 3.0046558380126953, 3.0511529445648193, 3.1333167552948, 3.1749980449676514, 3.945258855819702, 0.024834655225276947, 7.347020414272265e-08]","[0.026664658249462937, 3.226080937450722, 3.276004601651024, 3.3642233920332254, 3.4089763425577972, 4.236000751582521, 0.02666482024224713, 7.888451717392637e-08]","[31.59253692626953, 1.5258420705795288, 1.3502213954925537, 1.3554013967514038, 1.3735945224761963, 2.2586116790771484, 120.57266235351562, 7.347020626068115]","[0.00041496046469546854, 0.9435932040214539, 1.0508458614349365, 1.9398421049118042, 1.0424063205718994, 1.9619885683059692, 0.00042125690379180014, -4.874066705795599e-10]","[0.01794038462752709, 0.3371868239629655, 0.36979034289267254, 0.6647259075797829, 0.3525121569751313, 0.5339511108631645, 0.018212493986769784, -0.007122963963255021]"
49500,1.3328802585601807,"[0.016800999641418457, 2.09440279006958, 2.2643027305603027, 2.3060848712921143, 2.3081297874450684, 1.6732032299041748, 0.00011713203275576234, 0.0]",1.07455313205719,"[2.74519419670105, 2.749814748764038, 3.199150800704956, 2.4130964279174805, 3.8496880531311035, 5.767189025878906, 0.008079597726464272, 1.0425809193748137e-07]","[2.554730999150766, 2.559030974577893, 2.9771918253872722, 2.2456743700497173, 3.582594418352331, 5.367058039129111, 0.007519030455940506, 9.702460383497587e-08]","[163.39459228515625, 1.3129349946975708, 1.4128636121749878, 1.0464040040969849, 1.667881965637207, 3.4467952251434326, 68.97266387939453, 10.425808906555176]","[0.9491119384765625, 0.9096514582633972, 1.23077392578125, -0.21601897478103638, 2.1655585765838623, 4.1987996101379395, -0.0005616945563815534, 2.05866501623575e-09]","[0.3217484547024793, 0.30785321166741547, 0.35802691838586786, -0.08330850279259555, 0.5234997780293582, 0.6775370794072567, -0.0646967675164459, 0.018375874560961913]"
50000,1.3001118898391724,"[0.0036944029852747917, 2.000551700592041, 2.2796576023101807, 2.300746202468872, 2.3302807807922363, 1.485662817955017, 0.00030124132172204554, 0.0]",1.1301316022872925,"[0.19579865038394928, 3.015037775039673, 2.4349007606506348, 2.701972007751465, 4.944129467010498, 4.386013031005859, 0.017066586762666702, 3.6204137465745134e-09]","[0.17325296451109684, 2.667864316808314, 2.154528513071042, 2.390847227245834, 4.374826309612076, 3.880975474120831, 0.015101415382177923, 3.20353287992929e-09]","[52.99858093261719, 1.5071030855178833, 1.0680993795394897, 1.1743894815444946, 2.1216883659362793, 2.952226400375366, 56.65231704711914, 0.3620413839817047]","[0.00256442092359066, 1.4683374166488647, 0.9389034509658813, 2.0061116218566895, 3.519282579421997, 2.282179594039917, 0.00019894991419278085, 8.419340745413617e-12]","[0.01158912369694415, 0.43092737970236633, 0.3412012790632991, 0.656969532122905, 0.629847319809544, 0.4604165017577553, 0.010314972246638772, 0.002057741715442236]"
50500,1.2606765031814575,"[0.0016872996930032969, 2.145503520965576, 2.252589464187622, 2.331759214401245, 2.3040037155151367, 1.0496065616607666, 0.0002621678286232054, 7.264299028975074e-08]",1.0092506408691406,"[0.047769032418727875, 2.7364916801452637, 1.8859138488769531, 4.826719284057617, 2.6742100715637207, 2.973921060562134, 0.019825218245387077, 1.4764899788133334e-05]","[0.04733118859116148, 2.7114094054859037, 1.8686278437761037, 4.782478294887156, 2.6496986608408393, 2.9466625436086615, 0.01964350325139661, 1.4629566918499238e-05]","[28.310768127441406, 1.2754542827606201, 0.8372204303741455, 2.069990396499634, 1.160679578781128, 2.833367347717285, 75.61744689941406, 178.65882873535156]","[0.00102161371614784, 0.2254723608493805, 0.5804556608200073, 3.74094820022583, 2.0314340591430664, 1.5691287517547607, 0.00023370078997686505, 4.815067455865574e-08]","[0.021190501584819464, 0.08163946429454069, 0.30496371355255414, 0.7679458880354693, 0.7526761861003407, 0.5227934164868179, 0.011680008790852884, 0.00323126694666033]"
51000,1.280582308769226,"[0.0016658438835293055, 2.0684192180633545, 2.281541109085083, 2.308330535888672, 2.3036293983459473, 1.2808723449707031, 0.00020021760428790003, 0.0]",1.1449393033981323,"[0.07343080639839172, 3.8837928771972656, 3.5992441177368164, 2.9605581760406494, 2.5888099670410156, 6.0368757247924805, 0.0080013582482934, 6.351746351107579e-10]","[0.06413510845548942, 3.3921386624341827, 3.1436112875629383, 2.5857774008227645, 2.2610892641710656, 5.272660050078885, 0.006988456265363326, 5.547670808623531e-10]","[44.079978942871094, 1.8776623010635376, 1.5775494575500488, 1.2825539112091064, 1.1237962245941162, 4.713097095489502, 39.9613151550293, 0.06351746618747711]","[0.00118444231338799, 1.6135261058807373, 2.0259501934051514, 1.4034417867660522, 0.612231433391571, 4.830682277679443, 7.089021528372541e-05, -2.3317604791461832e-11]","[0.01408812356987527, 0.36285864246789473, 0.49162617422621524, 0.4140362244793068, 0.20655370407714838, 0.6988979627272731, 0.007738202944713648, -0.032063307962687485]"
51500,1.2253618240356445,"[0.0009842660510912538, 1.996091604232788, 2.2590181827545166, 2.2990636825561523, 2.2999091148376465, 0.9477002620697021, 0.00012723862892016768, 8.67968537932029e-07]",0.7215349078178406,"[0.036178477108478546, 1.9115171432495117, 2.775439739227295, 1.8614002466201782, 2.2916839122772217, 3.9613168239593506, 0.011287215165793896, 0.00010227718303212896]","[0.050140993479988634, 2.649237233761246, 3.8465772191412606, 2.579778506142781, 3.1761234105887257, 5.490124983612613, 0.015643339003417252, 0.00014174945927626547]","[36.75643539428711, 0.9576299786567688, 1.2286044359207153, 0.8096340298652649, 0.9964236617088318, 4.179925918579102, 88.70205688476562, 116.49299621582031]","[0.0007985392003320158, 0.266806423664093, 1.1487818956375122, 0.5431091785430908, 0.5077064037322998, 1.6971571445465088, 0.0005411304300650954, -9.649874499473299e-08]","[0.0305906434186542, 0.19344643791562383, 0.5736518959050417, 0.4043803354876065, 0.30704397382230797, 0.5937794064003337, 0.06644431152770573, -0.0013076320607768846]"
52000,1.2588098049163818,"[0.0812554657459259, 2.0641872882843018, 2.289010524749756, 2.2988758087158203, 2.3070263862609863, 1.029707908630371, 0.00041528098518028855, 0.0]",1.3255774974822998,"[3.6344645023345947, 3.4162395000457764, 2.3199057579040527, 2.458650588989258, 2.9223568439483643, 6.90753173828125, 0.030965395271778107, 2.7172356809046505e-08]","[2.741797072775917, 2.5771707097731515, 1.7501094898716247, 1.854776950920659, 2.204591470131972, 5.210960318352481, 0.023359928280761708, 2.0498504886101036e-08]","[44.72885513305664, 1.655004620552063, 1.013497233390808, 1.069501280784607, 1.266720175743103, 6.7082438468933105, 74.5631332397461, 2.717235565185547]","[1.6270853281021118, 1.9905022382736206, 0.8067262172698975, 1.2568501234054565, 1.646620750427246, 6.730440139770508, -0.0009786735754460096, -4.7836012928570426e-11]","[0.3377262162746815, 0.4395509644865094, 0.2623316586471398, 0.3856395395836623, 0.4250648714875816, 0.7350475830542536, -0.023842737159802615, -0.0013280748202197535]"
52500,1.2131175994873047,"[0.10412097722291946, 2.0411794185638428, 2.2756028175354004, 2.3068177700042725, 2.3047335147857666, 0.672333836555481, 0.00015266603440977633, 0.0]",1.0139391422271729,"[2.3888742923736572, 3.770617723464966, 3.826167345046997, 3.358656406402588, 2.250340700149536, 5.435865879058838, 0.010159035213291645, 2.31170933090441e-11]","[2.356033210362472, 3.718781104734351, 3.7735670571338344, 3.3124832315133976, 2.2194041105924165, 5.361136238530708, 0.010019373737734169, 2.2799290752565424e-11]","[22.943254470825195, 1.8472740650177002, 1.6813863515853882, 1.4559695720672607, 0.9763994812965393, 8.08506965637207, 66.5398178100586, 0.002311709336936474]","[0.6655789613723755, 1.075760006904602, 1.0964510440826416, 0.5272660255432129, 1.001878023147583, 3.8571834564208984, 0.000463574833702296, -1.6133219705918161e-13]","[0.27478587198675203, 0.2813785589804309, 0.2826268353776799, 0.15482900473338657, 0.43909115239940233, 0.6998253560205593, 0.04500445394033807, -0.006882970897168973]"
53000,1.2100410461425781,"[0.0016330613289028406, 2.0347042083740234, 2.257786989212036, 2.311769485473633, 2.3068790435791016, 0.7669033408164978, 0.0006522561889141798, 0.0]",0.8141377568244934,"[0.09070846438407898, 3.983328342437744, 3.4141857624053955, 4.061288833618164, 3.0201072692871094, 3.4070637226104736, 0.06692966818809509, 1.6599486230006733e-08]","[0.11141660440597073, 4.892695749641352, 4.193621698276553, 4.988454103220851, 3.7095777022636782, 4.18487374409408, 0.08220926695397492, 2.0389038698748306e-08]","[55.54470443725586, 1.9576940536499023, 1.512182354927063, 1.7567880153656006, 1.3091745376586914, 4.442624568939209, 102.61096954345703, 1.6599485874176025]","[0.0010340497829020023, 1.2800627946853638, -0.5375833511352539, 1.761458158493042, 1.3978372812271118, 1.3970074653625488, 0.0027456486131995916, 1.2741330213117408e-10]","[0.014002182594694235, 0.39471830956908177, -0.19340191367644077, 0.5327341754872018, 0.5685077039886349, 0.5036404164555642, 0.05038814697541679, 0.009428057632901474]"
