step,loss_total,loss_per_pos,grad_norm_total,grad_norm_per_pos,grad_ratio_per_pos,handle_ratio,dd_per_pos,cos_per_pos
283000,0.24247029423713684,"[0.0006497156573459506, 0.38562437891960144, 0.6659438014030457, 0.36276254057884216, 0.5230206251144409, 0.0017310577677562833, 3.020153599209152e-05, 0.0]",28.499238967895508,"[0.29139798879623413, 88.78266143798828, 61.56321334838867, 75.78155517578125, 133.2334442138672, 1.1983181238174438, 0.019217630848288536, 5.553326687390836e-08]","[0.010224763865606902, 3.1152642896184792, 2.1601704318399464, 2.659072940900262, 4.674982527216082, 0.04204737274449165, 0.000674320843091188, 1.9485877126917943e-09]","[448.4938659667969, 230.23094177246094, 92.44505310058594, 208.90127563476562, 254.73841857910156, 692.2421875, 636.1023559570312, 5.553326606750488]","[3.103691577911377, 1828.4906005859375, 1205.19677734375, 357.4396057128906, 3092.076171875, 11.324529647827148, 0.022083627060055733, 8.772367721121554e-08]","[0.37373067461550763, 0.7226554952423231, 0.6869156620259341, 0.16550300969390153, 0.814336059424038, 0.33160019889042686, 0.04032155707142505, 0.05542814477460295]"
283500,0.12292646616697311,"[0.00015379578690044582, 0.1624709963798523, 0.44908827543258667, 0.3114262521266937, 0.055792614817619324, 0.0044730110093951225, 6.846731594123412e-06, 0.0]",22.003740310668945,"[0.04349471628665924, 39.82167053222656, 87.40103149414062, 69.12120819091797, 35.384033203125, 3.934253454208374, 0.0024798677768558264, 1.3238259555237164e-07]","[0.0019766964921672874, 1.8097682471247056, 3.972098845929504, 3.1413390275926494, 1.6080917472911802, 0.17879930405744582, 0.00011270210163557573, 6.0163678394342505e-09]","[282.78985595703125, 245.1001434326172, 194.6188201904297, 221.9504852294922, 634.2062377929688, 879.5517578125, 361.6690673828125, 13.238259315490723]","[-0.16117486357688904, 508.22509765625, 1673.0185546875, 1178.3758544921875, 495.325927734375, 18.528614044189453, 0.0034379037097096443, 1.3467433745972812e-07]","[-0.16840861267957435, 0.580016198248899, 0.8699367718405481, 0.7747757222734061, 0.6361905547057105, 0.21403465126866203, 0.06300407972931982, 0.046233571665662734]"
284000,0.10368016362190247,"[0.000653164170216769, 0.11064160615205765, 0.45083853602409363, 0.220881387591362, 0.043355315923690796, 0.0030664619989693165, 4.848354365094565e-06, 1.8626450382086546e-09]",10.927879333496094,"[0.3613942563533783, 14.768698692321777, 50.1434326171875, 44.33069610595703, 9.980947494506836, 1.2992104291915894, 0.0016042664647102356, 1.993560772461933e-06]","[0.03307084982587921, 1.3514697812459202, 4.58857854181168, 4.056660469344198, 0.9133471545493071, 0.11888952920712206, 0.0001468049212250033, 1.8242887861611705e-07]","[553.2892456054688, 133.48231506347656, 111.22260284423828, 200.6990966796875, 230.21270751953125, 423.6824951171875, 330.2077941894531, 168.05364990234375]","[-0.33080634474754333, 63.10611343383789, 466.5653381347656, 385.9456787109375, 37.028438568115234, 3.031728506088257, 0.0018705109832808375, -2.272678102599457e-06]","[-0.08376386220588523, 0.3910149052082092, 0.8514566068078883, 0.7966833500730561, 0.33949058694653006, 0.21353787583364914, 0.10669593328346626, -0.10432119596157292]"
284500,0.13199813663959503,"[0.000902594649232924, 0.09891019016504288, 0.5043272972106934, 0.16128107905387878, 0.2894230782985687, 0.0011371987638995051, 3.6227695545676397e-06, 0.0]",13.047266006469727,"[0.33690357208251953, 13.631974220275879, 72.57090759277344, 25.70526123046875, 82.2376937866211, 0.5781075358390808, 0.001949922414496541, 2.2135022703650975e-08]","[0.025821775375428055, 1.0448146158372347, 5.5621543668066415, 1.97016457070181, 6.303059487393146, 0.044308710771468564, 0.0001494506522308686, 1.6965257466717485e-09]","[373.257080078125, 137.8217315673828, 143.89645385742188, 159.38172912597656, 284.1435241699219, 508.3565673828125, 536.7592163085938, 2.2135021686553955]","[0.7180641293525696, 39.13266372680664, 519.3307495117188, 144.9571075439453, 657.0105590820312, 0.7003809213638306, -0.000435899302829057, 3.6263396729907527e-09]","[0.16335713186764841, 0.22001948206997402, 0.5484814783962559, 0.43221314990195714, 0.6123248851612809, 0.09285518504315611, -0.01713362770915498, 0.012556511324955688]"
285000,0.09260877221822739,"[0.0006683245883323252, 0.19064119458198547, 0.35368555784225464, 0.19058945775032043, 0.004881175234913826, 0.0003937171713914722, 1.0240026313113049e-05, 5.178067681299581e-07]",14.53049373626709,"[0.35712602734565735, 51.73332977294922, 51.2049446105957, 37.382057189941406, 1.231902837753296, 0.2994399964809418, 0.006485185120254755, 0.0005701105110347271]","[0.024577693905493102, 3.5603284177347994, 3.523964535547183, 2.5726625583711873, 0.08478052157846179, 0.020607695919758088, 0.00044631553737697086, 3.9235453480274476e-05]","[534.3521118164062, 271.3648986816406, 144.77532958984375, 196.13914489746094, 252.37782287597656, 760.526611328125, 632.6994018554688, 1080.1500244140625]","[1.5250027179718018, 625.1846923828125, 639.17626953125, 415.926513671875, 6.354476451873779, 0.9111027717590332, 0.005041737109422684, -0.0009220234351232648]","[0.29387912859143606, 0.8316824398927557, 0.8590696386980144, 0.7657253705063783, 0.3549955813711989, 0.20940024586736575, 0.05350291537978583, -0.11130189023687664]"
285500,0.09203803539276123,"[0.0001230022171512246, 0.09890080988407135, 0.35606658458709717, 0.2539847791194916, 0.0265367329120636, 0.0006863006856292486, 6.018010935804341e-06, 0.0]",15.922728538513184,"[0.04251762852072716, 18.931705474853516, 31.19470977783203, 95.62593841552734, 21.09589958190918, 0.5363118648529053, 0.003632298903539777, 1.4256175973059726e-07]","[0.0026702476537163477, 1.1889737006482497, 1.9591309179440988, 6.005625115333192, 1.3248922463812256, 0.03368215840367423, 0.00022812038117425257, 8.953349885088805e-09]","[345.637451171875, 191.42112731933594, 87.60920715332031, 376.50262451171875, 794.969482421875, 781.4418334960938, 602.570068359375, 14.256175994873047]","[0.2590039372444153, 88.09386444091797, 318.81768798828125, 1441.528564453125, 176.10459899902344, 3.4696030616760254, -0.007005802355706692, -7.778397304036844e-08]","[0.38257786733842636, 0.2922391737297391, 0.6418654029649286, 0.9467385282351567, 0.5242701813252182, 0.4062981981920809, -0.1211319783947462, -0.034266487067454665]"
286000,0.11967858672142029,"[0.001130195101723075, 0.09151019155979156, 0.4776609241962433, 0.2676669955253601, 0.09502437710762024, 0.024426672607660294, 9.281949132855516e-06, 0.0]",27.006006240844727,"[0.6015431880950928, 35.64255142211914, 98.13944244384766, 96.58858489990234, 30.712570190429688, 13.994293212890625, 0.006623991299420595, 8.11411382528604e-08]","[0.02227442231666599, 1.3198009029640316, 3.6339857722249396, 3.576559378625143, 1.1372496146423545, 0.5181918825052043, 0.00024527844807360906, 3.0045589684468046e-09]","[532.2424926757812, 389.49267578125, 205.4583740234375, 360.8535461425781, 323.207275390625, 572.9100952148438, 712.874267578125, 8.114113807678223]","[5.02833890914917, 590.3179931640625, 2308.029296875, 2311.971923828125, 500.42608642578125, 118.8061752319336, 0.015144110657274723, 5.730666075010049e-08]","[0.3095261633071512, 0.6132772752810284, 0.8708379909992524, 0.8863319172618652, 0.6033418005086524, 0.3143602908261547, 0.08465715264046327, 0.02615192388248072]"
286500,0.11666224151849747,"[0.0008070002077147365, 0.10921098291873932, 0.4284575581550598, 0.306630402803421, 0.08387596905231476, 0.004310990683734417, 4.991815330868121e-06, 0.0]",12.95165729522705,"[0.3364126980304718, 26.934234619140625, 68.88387298583984, 71.00828552246094, 34.17512512207031, 1.8422255516052246, 0.00193231541197747, 4.82408246682553e-09]","[0.02597449039625583, 2.0795975376113787, 5.318537343574166, 5.482563652192136, 2.6386681135135146, 0.14223859615897358, 0.00014919445194782658, 3.724683534209404e-10]","[416.8630065917969, 246.62567138671875, 160.77174377441406, 231.57614135742188, 407.4483337402344, 427.3313293457031, 386.3228454589844, 0.4824082553386688]","[0.4938340187072754, 104.89502716064453, 527.4365234375, 522.9281005859375, 181.82308959960938, 4.385028839111328, 0.0016985469264909625, 6.806373242795871e-10]","[0.11334001856740153, 0.3006941067706461, 0.5911902983475471, 0.568600986661569, 0.4107840529971008, 0.18378256474491528, 0.06786942779683348, 0.010893707075663785]"
287000,0.07851827144622803,"[0.00020684223272837698, 0.1383984088897705, 0.3166387677192688, 0.14266440272331238, 0.019884442910552025, 0.010350626893341541, 2.615132416394772e-06, 7.078035224594714e-08]",10.728879928588867,"[0.08635881543159485, 29.939599990844727, 71.35189056396484, 34.174922943115234, 8.495311737060547, 8.083590507507324, 0.0010864351643249393, 2.3453389076166786e-05]","[0.008049192087747908, 2.790561567481591, 6.650451029266902, 3.1853206644666163, 0.7918172067918655, 0.7534421637031529, 0.00010126268273633614, 2.1860053642385697e-06]","[417.4903869628906, 216.3290557861328, 225.34161376953125, 239.54762268066406, 427.2338562011719, 780.9751586914062, 413.8592224121094, 290.3353271484375]","[-0.03601621091365814, 41.58260726928711, 654.0162353515625, 217.89962768554688, -5.248234748840332, 12.656257629394531, 0.0002695219882298261, -8.985591193777509e-06]","[-0.0388720065662462, 0.12945276706194042, 0.8543359067783926, 0.5942847134813177, -0.057581045677456734, 0.1459306834732384, 0.023122564678520672, -0.03570973792731809]"
287500,0.15451113879680634,"[0.0007892358698882163, 0.3243716061115265, 0.48730576038360596, 0.2917790412902832, 0.11624772846698761, 0.015525195747613907, 7.053620356600732e-05, 7.450578820566989e-09]",17.87026023864746,"[0.1766546070575714, 64.43526458740234, 78.76327514648438, 84.63092803955078, 32.47028732299805, 12.20127010345459, 0.03370633348822594, 2.607730493764393e-06]","[0.009885396446299419, 3.605726146508498, 4.407505771860304, 4.7358531386421605, 1.8170013692791982, 0.6827695814450021, 0.0018861691457257173, 1.459257145077683e-07]","[223.82708740234375, 198.6464385986328, 161.63009643554688, 290.0514221191406, 279.3197326660156, 785.9006958007812, 477.7908935546875, 149.43519592285156]","[0.3268967270851135, 286.9420166015625, 1070.2362060546875, 1053.952880859375, 126.38331604003906, 16.907804489135742, 0.020735181868076324, -1.2932454183101072e-06]","[0.10355110253281959, 0.24919518867360416, 0.7603700378280205, 0.696885157693669, 0.2178074535123663, 0.07754455336431337, 0.03442432700174354, -0.02775155774902555]"
288000,0.16358669102191925,"[0.0005382711533457041, 0.4929523169994354, 0.5999091863632202, 0.13952460885047913, 0.07396917790174484, 0.0016404513735324144, 0.00015950958186294883, 0.0]",16.005693435668945,"[0.3540174663066864, 74.88431549072266, 78.0466537475586, 33.21867752075195, 34.72869873046875, 1.7158628702163696, 0.09744545072317123, 6.137651098470087e-08]","[0.02211822110235804, 4.678604884674459, 4.876180720394805, 2.0754288250157034, 2.1697715797227057, 0.10720328220160344, 0.006088174255918989, 3.834667409530806e-09]","[657.6813354492188, 151.90985107421875, 130.09744262695312, 238.08470153808594, 469.50225830078125, 1045.963623046875, 610.8682861328125, 6.137650966644287]","[-0.6448242664337158, 883.207763671875, 735.5242919921875, 233.57081604003906, 192.2263946533203, 5.399458885192871, 0.17407943308353424, -1.0696037122670532e-07]","[-0.11379998081131401, 0.7368812725237696, 0.5888005931569078, 0.43930054801791596, 0.3458199274320731, 0.1966043703266165, 0.11161213110013263, -0.10887952318856416]"
288500,0.14515049755573273,"[0.0007272319635376334, 0.23472145199775696, 0.5468747019767761, 0.13252608478069305, 0.2462746500968933, 7.572114554932341e-05, 4.107021140953293e-06, 0.0]",23.036840438842773,"[0.29070809483528137, 53.25516128540039, 72.10779571533203, 54.651363372802734, 108.9327163696289, 0.036186035722494125, 0.0021067331545054913, 2.111368786472667e-07]","[0.012619269365824748, 2.311738948176506, 3.1301078768488564, 2.3723463084223226, 4.728630936122463, 0.0015707898753980294, 9.145061190567157e-05, 9.165183880479789e-09]","[399.7405090332031, 226.88662719726562, 131.8543243408203, 412.38189697265625, 442.3220520019531, 477.8223876953125, 511.7130126953125, 21.11368751525879]","[1.4576462507247925, -99.46328735351562, 1234.426025390625, 988.4859619140625, 2120.51318359375, 0.14575989544391632, 0.0025442158803343773, -1.0791437432544626e-07]","[0.21765673024338075, -0.08107336338889548, 0.7431216864175049, 0.7851390734591627, 0.8450058765026597, 0.17485341801638132, 0.052422957054590144, -0.02218667828520521]"
289000,0.10261107981204987,"[0.0006172372377477586, 0.4621678292751312, 0.2107083797454834, 0.13180884718894958, 0.013449283316731453, 0.0021265801042318344, 1.0499412383069284e-05, 0.0]",24.144014358520508,"[0.35150426626205444, 160.4124755859375, 39.66082000732422, 34.08023452758789, 5.620686054229736, 2.2443525791168213, 0.005016661249101162, 7.915363475774484e-09]","[0.014558650481335858, 6.643985262928216, 1.6426771214757738, 1.411539689362422, 0.23279832304465875, 0.09295689382013565, 0.00020778074327688445, 3.27839577886149e-10]","[569.4707641601562, 347.0870666503906, 188.22610473632812, 258.5579833984375, 417.9168395996094, 1055.376220703125, 477.3493347167969, 0.7915363311767578]","[2.118023633956909, 3726.25244140625, 547.2976684570312, 404.4795227050781, -26.598590850830078, 9.911846160888672, 0.006695167627185583, -1.6483200582229074e-08]","[0.24956904702581706, 0.9621098295318526, 0.5715476298063809, 0.49156899696646583, -0.19600169182304242, 0.18291696557290296, 0.05527607507573517, -0.08625041636233438]"
289500,0.12404003739356995,"[0.0021079008001834154, 0.14828526973724365, 0.3285927176475525, 0.30221274495124817, 0.06083250045776367, 0.15013515949249268, 0.0001534007169539109, 5.550584205593623e-07]",14.69621467590332,"[1.1529179811477661, 34.537376403808594, 38.83369445800781, 66.50251007080078, 28.76654624938965, 45.16180419921875, 0.10338852554559708, 0.0003513371921144426]","[0.07844999590528237, 2.350086547145904, 2.6424283609357966, 4.5251455247072405, 1.957411951565785, 3.07302289706399, 0.007035044589755367, 2.390664534116485e-05]","[546.9481811523438, 232.9116973876953, 118.18184661865234, 220.05197143554688, 472.881103515625, 300.8076171875, 673.9329223632812, 621.7714233398438]","[4.187695503234863, 295.538330078125, 346.8631286621094, 628.590087890625, 145.89932250976562, 306.4979248046875, 0.2525777518749237, 0.0006046693306416273]","[0.2471560215026353, 0.5822627188367989, 0.6077765512314045, 0.6431673705515623, 0.3451120034339623, 0.4617966387823347, 0.16623300828814286, 0.11710847563733881]"
290000,0.09366176277399063,"[0.00017946881416719407, 0.32055753469467163, 0.33607399463653564, 0.0752817764878273, 0.01702050305902958, 0.00017672506510280073, 4.092195013072342e-06, 2.6077021431092362e-08]",19.654693603515625,"[0.07444676756858826, 121.3543701171875, 50.105796813964844, 20.070920944213867, 6.592100620269775, 0.09623498469591141, 0.0010978715727105737, 1.2131392395531293e-05]","[0.003787734831708188, 6.174320117383102, 2.549304396431926, 1.0211769946199412, 0.3353957458329775, 0.004896285164104411, 5.585798460446099e-05, 6.172262280070017e-07]","[414.794189453125, 378.57281494140625, 149.091552734375, 266.610595703125, 387.3033142089844, 544.5155639648438, 267.6302795410156, 336.263671875]","[0.4122700095176697, 2255.693603515625, 683.6473388671875, 120.40814971923828, 29.85574722290039, 0.4369405210018158, 0.0017080834368243814, 2.60783672274556e-05]","[0.2817536945929939, 0.9457109326023069, 0.6941892382309293, 0.30522654759344076, 0.23042937366431696, 0.23100589493738408, 0.0791573530523009, 0.10937132367207351]"
290500,0.077532097697258,"[0.0003133830614387989, 0.05738212913274765, 0.417499840259552, 0.12983214855194092, 0.015100301243364811, 0.00012762111146003008, 1.350411139355856e-06, 0.0]",9.042724609375,"[0.19283539056777954, 26.967374801635742, 37.180904388427734, 24.79604148864746, 6.551492214202881, 0.05483875423669815, 0.0002959472476504743, 6.119195461451454e-08]","[0.021324921292843354, 2.9822178565161046, 4.111692658414104, 2.742098489092578, 0.7245042282290288, 0.006064406095021886, 3.272766344599862e-05, 6.766981994682674e-09]","[615.3148193359375, 469.96112060546875, 89.05609130859375, 190.9853515625, 433.8647155761719, 429.6660461425781, 217.54249572753906, 6.119195461273193]","[0.5317802429199219, 172.21929931640625, 275.669921875, 177.9204864501953, 27.724918365478516, 0.10060638934373856, -1.191780756926164e-05, 6.8899583816062204e-09]","[0.3049622979116326, 0.7062262271177631, 0.8199174490779044, 0.7934951892586398, 0.46798371639205255, 0.2028797390556602, -0.004453308263934847, 0.012451537128402827]"
291000,0.17251431941986084,"[0.14402902126312256, 0.3550419211387634, 0.5642908811569214, 0.17925746738910675, 0.13687846064567566, 0.000610573566518724, 6.271337952057365e-06, 0.0]",21.783374786376953,"[28.469486236572266, 69.86138153076172, 84.10647583007812, 45.18748474121094, 36.47639083862305, 0.23912756145000458, 0.0031140977516770363, 1.580078077267899e-07]","[1.3069364373410461, 3.2070963391059197, 3.861039744983741, 2.0744023910138396, 1.6745059567829186, 0.010977525924933906, 0.00014295754364124303, 7.2535963447503085e-09]","[197.6649169921875, 196.76939392089844, 149.04808044433594, 252.08143615722656, 266.4873962402344, 391.6377258300781, 495.7698059082031, 15.800780296325684]","[195.94845581054688, 1092.0283203125, 1432.0191650390625, 638.4347534179688, 437.7188720703125, -0.02610001340508461, -4.742042801808566e-05, -9.312944371231424e-08]","[0.3159635988229009, 0.7175820525453852, 0.7816174214013576, 0.6485943905821888, 0.5508815753933063, -0.0050105561307590245, -0.0006990497182344011, -0.02705722777323864]"
291500,0.10290609300136566,"[0.0031882834155112505, 0.17231574654579163, 0.46201470494270325, 0.08692412823438644, 0.04536760598421097, 0.05343429744243622, 4.023253040941199e-06, 1.1175867342672063e-08]",16.058246612548828,"[2.201519727706909, 69.28553771972656, 80.31205749511719, 23.49333381652832, 30.81299591064453, 27.07802963256836, 0.0022801142185926437, 2.682184913282981e-06]","[0.1370958972560875, 4.314639038211239, 5.001296806113114, 1.4630074119156504, 1.9188269214003415, 1.6862382479173066, 0.00014199023552240335, 1.670285042942963e-07]","[690.5009765625, 402.084716796875, 173.83009338378906, 270.2740173339844, 679.184814453125, 506.75360107421875, 565.328857421875, 126.6623306274414]","[-2.3446099758148193, 898.35595703125, 1055.9019775390625, 67.92432403564453, 13.819061279296875, 29.281057357788086, 0.00045222535845823586, 2.8591637146746507e-07]","[-0.06632082251538765, 0.8074353085670876, 0.8187375855081065, 0.18004561650873338, 0.02792842811215987, 0.06733976134515117, 0.012350944938661323, 0.006638228308142036]"
292000,0.08956659585237503,"[0.00033103933674283326, 0.10803854465484619, 0.451784610748291, 0.13013312220573425, 0.024801315739750862, 0.0014422391541302204, 1.886843392640003e-06, 0.0]",18.117603302001953,"[0.09572821110486984, 35.23512649536133, 98.34766387939453, 33.84780502319336, 7.005445957183838, 0.9135807156562805, 0.0006827880861237645, 3.671276260774903e-08]","[0.0052837127245352646, 1.9448006399095805, 5.428293259325716, 1.8682275165751783, 0.38666515876356294, 0.05042503141435556, 3.7686446421327596e-05, 2.026358674256454e-09]","[289.1659851074219, 326.1347351074219, 217.68707275390625, 260.1013488769531, 282.46258544921875, 633.441650390625, 359.9601745605469, 3.671276330947876]","[0.09173304587602615, 455.949951171875, 1696.0460205078125, 441.06207275390625, 36.16532516479492, -3.335364580154419, 0.0007795073324814439, 1.2551792494264191e-08]","[0.05289140752760858, 0.7142341185232958, 0.9518594758681312, 0.7192310982390779, 0.2849415883672155, -0.20150955434793302, 0.06301348859196851, 0.018870696879254245]"
292500,0.11722485721111298,"[0.0011183039750903845, 0.1750863790512085, 0.5225088596343994, 0.14622816443443298, 0.09243637323379517, 0.00041831069393083453, 2.4251251034002053e-06, 3.352757715902044e-08]",18.59205436706543,"[0.4448418915271759, 28.4454288482666, 101.27742004394531, 59.44742965698242, 16.67732810974121, 0.32395651936531067, 0.0006368293543346226, 1.4822023331362288e-05]","[0.023926451738178183, 1.5299777144937656, 5.447349606687437, 3.19746427604523, 0.8970137339574465, 0.017424460630836892, 3.4252769584340444e-05, 7.972235363951228e-07]","[397.779052734375, 162.46510314941406, 193.8291015625, 406.538818359375, 180.41952514648438, 774.4214477539062, 261.51812744140625, 340.520263671875]","[0.5992013812065125, 39.316036224365234, 1720.3135986328125, 878.7344360351562, 125.82084655761719, 0.5322731137275696, -0.0005421158275566995, -7.877467396610882e-06]","[0.07245022629961698, 0.07434125017191587, 0.9136242368505747, 0.7950550191654583, 0.4057875787807815, 0.08837316817003744, -0.045786941326418425, -0.028585891511248674]"
293000,0.10247468948364258,"[0.00036431424086913466, 0.14591053128242493, 0.4163752794265747, 0.22155079245567322, 0.034976594150066376, 0.0004948751884512603, 0.00012509647058323026, 0.0]",15.145304679870605,"[0.14719179272651672, 33.77358627319336, 73.46882629394531, 67.5851058959961, 14.554916381835938, 0.46008607745170593, 0.09147670120000839, 5.722470053370898e-09]","[0.00971864190504844, 2.2299707392536856, 4.850930888936927, 4.462446106206264, 0.9610183941152836, 0.030378132838964893, 0.006039937996202129, 3.778378959240448e-10]","[404.0131530761719, 231.46775817871094, 176.44857788085938, 305.0546569824219, 416.1329040527344, 929.6824340820312, 731.1908569335938, 0.5722470283508301]","[-0.07918397337198257, -64.88137817382812, 971.4462280273438, 890.8289794921875, 36.609092712402344, 1.0836775302886963, 0.034467656165361404, -1.600634402798562e-09]","[-0.03552022278860894, -0.1268425232799685, 0.8730470516061554, 0.8702926655217602, 0.16607384341573542, 0.15551882366026062, 0.024878445620862572, -0.018468456631634364]"
293500,0.11119045317173004,"[0.00021758375805802643, 0.1816820204257965, 0.4170512557029724, 0.18089361488819122, 0.10958977788686752, 8.579681161791086e-05, 3.5705727441381896e-06, 0.0]",17.6760196685791,"[0.10720156133174896, 43.20186996459961, 62.468692779541016, 40.755767822265625, 40.69282150268555, 0.047705139964818954, 0.0015820073895156384, 2.308641278148116e-09]","[0.006064802107134475, 2.4440949249109103, 3.534092739814348, 2.305709576388008, 2.3021484624743387, 0.0026988621227673573, 8.950020531646134e-05, 1.3060866198581785e-10]","[492.66839599609375, 237.788330078125, 149.78660583496094, 225.30238342285156, 371.3194885253906, 555.9598388671875, 441.8308410644531, 0.23086412250995636]","[0.5666556358337402, 549.456787109375, 931.46337890625, 536.7279052734375, 481.0826110839844, 0.23829026520252228, -0.002328361151739955, 7.904756849086425e-10]","[0.29904298954700054, 0.719526048167465, 0.8435656575956711, 0.7450417668324426, 0.6688325179486534, 0.2825899093321439, -0.08326401727826722, 0.019370801148714957]"
294000,0.158720001578331,"[0.0023807291872799397, 0.19649474322795868, 0.6585723161697388, 0.31012508273124695, 0.09306881576776505, 0.009100928902626038, 1.74107826751424e-05, 0.0]",22.14809799194336,"[1.0860027074813843, 45.360023498535156, 74.4587631225586, 77.7057876586914, 44.51811981201172, 6.397309303283691, 0.012073101475834846, 1.4088595179373442e-08]","[0.04903367810077556, 2.048032454752341, 3.361858122067361, 3.508463240814531, 2.0100199948639257, 0.2888423785017924, 0.0005451078228128928, 6.361085807231998e-10]","[456.1619567871094, 230.84597778320312, 113.06087493896484, 250.56272888183594, 478.3354797363281, 702.928466796875, 693.0286254882812, 1.4088594913482666]","[7.83113956451416, 663.0753784179688, 1157.154052734375, 1452.99267578125, 579.6522216796875, 63.639801025390625, -0.03903533145785332, 1.0487143597970316e-08]","[0.325579925610058, 0.6600140712130395, 0.701679723347292, 0.8442549619339738, 0.5878875384341425, 0.44915374783041473, -0.14598310078314944, 0.03360880632939027]"
294500,0.0505160428583622,"[0.0025476347655057907, 0.11235097050666809, 0.19471153616905212, 0.07327863574028015, 0.01860921084880829, 0.0026277906727045774, 2.531321115384344e-06, 3.7252898543727042e-09]",8.332172393798828,"[1.4998162984848022, 28.514314651489258, 31.612905502319336, 18.734325408935547, 10.924084663391113, 2.3237476348876953, 0.0006155807059258223, 1.3601709270005813e-06]","[0.1800030325345923, 3.422194513487368, 3.79407722358782, 2.248432284343812, 1.3110728087576897, 0.2788885689183689, 7.387997713345018e-05, 1.6324325310562235e-07]","[588.70703125, 253.7967529296875, 162.35763549804688, 255.6587371826172, 587.025390625, 884.293701171875, 242.22862243652344, 99.09961700439453]","[-2.091438055038452, 183.28012084960938, 207.44151306152344, 111.74715423583984, 50.92212677001953, 4.101286888122559, -4.316681588534266e-05, 5.499693997990107e-07]","[-0.16735885281865398, 0.77142583255132, 0.787540707332945, 0.7158798949077848, 0.559452513549422, 0.21182291575964823, -0.008416020189434954, 0.04852737407939354]"
295000,0.19282615184783936,"[0.0007820687023922801, 0.22943469882011414, 0.8195918202400208, 0.4047999083995819, 0.07374712079763412, 0.014252917841076851, 7.580952114949469e-07, 0.0]",45.90733337402344,"[0.48684388399124146, 68.36388397216797, 205.53712463378906, 111.89949798583984, 43.09000778198242, 12.314918518066406, 0.00016506992687936872, 4.704528322463375e-08]","[0.010604926233130347, 1.4891713142033973, 4.477217680216899, 2.4375081225945903, 0.9386301624385965, 0.26825601952813, 3.5957202204380963e-06, 1.0247879754055639e-09]","[622.4998779296875, 297.9665832519531, 250.77987670898438, 276.4316101074219, 584.2940063476562, 864.0272216796875, 214.90814208984375, 4.704528331756592]","[5.173673152923584, 2218.049072265625, 8887.029296875, 4423.392578125, 1170.56103515625, 155.66146850585938, -0.00042825116543099284, -6.875541913586858e-08]","[0.23148731817663928, 0.7067443663414174, 0.9418554792390778, 0.8610835253440721, 0.591746127392127, 0.2753388625784365, -0.05651302154202269, -0.031835287764652775]"
295500,0.10406342893838882,"[0.0005605374462902546, 0.19208532571792603, 0.3405839800834656, 0.21191972494125366, 0.08723272383213043, 0.0001229743065778166, 2.1792766347061843e-06, 1.6763797461294416e-08]",19.634824752807617,"[0.17124871909618378, 69.08705139160156, 76.25602722167969, 61.39683151245117, 23.399457931518555, 0.03500330448150635, 0.0010022000642493367, 6.254493200685829e-06]","[0.008721683093794693, 3.5185978108474174, 3.8837131566848186, 3.1269355487204913, 1.1917324562916012, 0.001782715400935838, 5.104196634635256e-05, 3.18540821190242e-07]","[305.50262451171875, 359.66851806640625, 223.8978729248047, 289.7173767089844, 268.2417297363281, 284.61602783203125, 457.7768249511719, 233.6923065185547]","[0.8054962158203125, 992.0089721679688, 1234.661376953125, 903.668701171875, -46.92103958129883, -0.01155238039791584, -0.0008622868917882442, -3.3506851195852505e-06]","[0.23955715311861425, 0.731293836576157, 0.8246063171481512, 0.7496115197466778, -0.10212564198892983, -0.016808749530735693, -0.043819793688353044, -0.027284403454665703]"
296000,0.17970995604991913,"[0.0005974732339382172, 0.3749977946281433, 0.37533777952194214, 0.2976648211479187, 0.38698023557662964, 0.0020956932567059994, 5.939890797890257e-06, 0.0]",22.071882247924805,"[0.27007022500038147, 119.81180572509766, 57.674339294433594, 58.03807830810547, 111.43376922607422, 2.112480401992798, 0.002882582601159811, 7.333841534062913e-09]","[0.012235939915173, 5.428255025072107, 2.613023150749009, 2.629502896770945, 5.048675413106248, 0.09570911888094243, 0.0001305997634810158, 3.32270780157521e-10]","[452.0130615234375, 319.5, 153.6598358154297, 194.9779510498047, 287.9572448730469, 1008.0054931640625, 484.4765625, 0.7333841323852539]","[0.37014079093933105, 1194.5040283203125, 496.7655029296875, 684.4352416992188, 1518.26416015625, 3.002365827560425, 0.002551659941673279, 1.2182372888247528e-09]","[0.0620941765094704, 0.4516984856186821, 0.39023788640907286, 0.534293595850904, 0.6172927112808063, 0.06439194586054262, 0.04010529029084552, 0.007525944241225022]"
